5.0,10.0,0.000986017,0.120439,0.0,8.44122e-06,0.00687934,0.859096
4.0,10.0,2.18459e-05,0.00800056,0.0,1.87702e-06,0.000325469,2.57733
6.0,10.0,4.91092e-05,0.029941,0.0,5.51557e-05,0.00211888,4.29558
5.0,10.0,0.000113179,0.096564,0.0,4.8237e-05,0.00409478,6.01375
5.0,10.0,3.69049e-06,0.00359737,0.0,4.00808e-06,0.00749771,6.87284
5.0,10.0,1.35471e-06,0.00164931,0.0,2.47192e-06,0.0014114,8.59111
6.0,10.0,2.42129e-06,0.00353431,0.0,2.09543e-06,0.00244033,10.3093
5.0,10.0,1.01593e-06,0.00172883,0.0,1.9012e-06,0.00467515,12.0276
5.0,10.0,3.07641e-06,0.00560675,0.0,5.36898e-06,0.000888075,12.8867
5.0,10.0,5.03103e-07,0.00103835,0.0,9.72339e-07,0.000220713,14.6049
6.0,10.0,1.09644e-06,0.00252712,0.0,2.55857e-06,0.000109536,16.3232
6.0,10.0,2.09656e-07,0.000533645,0.0,3.93885e-07,0.00165931,18.0414
5.0,10.0,1.88592e-07,0.000502694,0.0,2.64041e-06,0.00151984,18.9005
6.0,10.0,1.74019e-06,0.00505591,0.0,3.15657e-06,0.00226563,20.6188
5.0,10.0,2.21307e-07,0.000695991,0.0,5.73207e-07,0.0092674,22.337
5.0,10.0,0.000257851,0.872561,0.0,0.000903209,0.00866215,24.0553
5.0,10.0,9.49621e-07,0.00332685,0.0,2.76622e-06,0.00109452,24.9145
5.0,10.0,1.21659e-06,0.00455217,0.0,1.37332e-05,0.00914933,26.6327
4.0,10.0,0.000202738,0.806843,0.0,0.00181729,0.0083175,28.351
