1,0,0.323806,130.847,4719,1.0,3.88594,0.0,0.0,6.27761,0.00676802,0.00122836
1,1,1222.22,493932.0,1693,0.347391,0.0824637,0.0,6.59826e-06,3.62065,0.00679166,0.00130451
1,2,8.30702,3357.11,777,0.144811,0.0617911,0.0,9.00131e-06,1.46659,0.00674959,0.00124335
1,3,17.8005,7192.95,741,0.0522979,0.00188099,0.0,9.39729e-06,2.67242,0.00677479,0.00122376
1,4,79.3818,32077.1,417,0.0572982,0.00586627,0.0,9.33116e-06,2.61975,0.0067728,0.00122745
1,5,1.75105,707.574,152,0.0137729,0.000420035,0.0,9.22587e-06,2.80687,0.00677374,0.001227
1,6,0.0482076,19.48,77,0.0306575,0.0013178,0.0,9.22603e-06,2.79972,0.0067735,0.00122716
1,7,0.0206847,8.3584,220,0.0247147,0.00162283,0.0,9.24099e-06,3.0622,0.00677344,0.00122729
1,8,0.0205526,8.30505,62,0.0137218,0.00113992,0.0,9.28386e-06,2.86431,0.00677275,0.00122769
1,9,0.0273751,11.0619,92,0.0168678,7.6349e-05,0.0,9.28582e-06,3.03022,0.00677302,0.00122748
1,10,0.394234,159.305,6,0.0198881,0.00133343,0.0,9.30929e-06,3.13352,0.00677317,0.00122735
1,11,0.00712973,2.88102,0,0.00699271,0.000985149,0.0,9.33206e-06,3.50577,0.00677386,0.00122663
1,12,0.000423485,0.171124,0,0.000439344,3.28664e-05,0.0,9.37081e-06,3.49576,0.00677387,0.00122665
1,13,2.45609e-05,0.00992473,0,2.63649e-05,1.76438e-08,0.1,9.3689e-06,3.4958,0.00677387,0.00122665
2,0,3.10688,1255.46,56,1.0,0.00126951,0.0,9.3689e-06,2.74003,0.00677233,0.00122786
2,1,0.352212,142.324,70,0.0135771,0.00144067,0.0,9.32185e-06,3.33146,0.00677348,0.00122681
2,2,0.0127629,5.15732,42,0.0130061,0.000675495,0.0,9.32146e-06,3.32778,0.00677324,0.00122691
2,3,0.00659061,2.66318,23,0.00645343,0.00016115,0.0,9.33758e-06,3.44863,0.00677348,0.00122679
2,4,0.00515649,2.08367,20,0.00519425,5.59388e-05,0.0,9.35575e-06,3.49473,0.00677368,0.00122676
2,5,0.00122244,0.493969,14,0.000921493,2.27322e-05,0.0,9.36335e-06,3.50309,0.00677374,0.00122675
2,6,0.000544886,0.220181,0,0.000406683,1.47511e-05,0.0,9.36452e-06,3.50401,0.00677375,0.00122675
2,7,3.24738e-05,0.0131222,4,3.54055e-05,1.13606e-06,0.0,9.36473e-06,3.50449,0.00677375,0.00122675
2,8,3.77327e-06,0.00152473,0,2.40385e-06,5.64726e-09,0.00643132,9.3648e-06,3.50449,0.00677375,0.00122675
1,0,0.817553,797.427,4661,1.0,0.309272,0.0,9.3648e-06,32.7576,0.00700336,0.00130494
1,1,5.25191,5119.7,364,0.076542,0.0367277,0.0,0.000100884,32.4016,0.00696506,0.00126085
1,2,4.89184,4284.24,820,0.891138,0.0452989,0.0,9.83399e-05,22.9161,0.00699348,0.00126043
1,3,4521.8,3512430.0,1404,1.0,1.29255,0.0,9.80265e-05,20.9949,0.0109299,0.00709567
1,0,0.391419,211.678,4641,1.0,1.45548,0.0,0.000111396,18.3187,0.00688009,0.00125815
1,1,3.99366,2172.28,104,0.029555,0.00968578,0.0,5.51549e-05,18.7068,0.00687081,0.00124774
1,2,0.337107,201.368,78,0.122947,0.0097369,0.0,5.41652e-05,23.1391,0.00687147,0.0012512
1,3,0.0604752,34.8535,26,0.0994285,0.00722957,0.0,5.42573e-05,22.7002,0.00686763,0.00125148
1,4,0.0359471,21.2438,7,0.0625564,0.0019408,0.0,5.42672e-05,23.1429,0.00687002,0.00125248
1,5,0.0117579,7.01128,18,0.00957975,0.000193659,0.0,5.42801e-05,23.3138,0.00687104,0.00125254
1,6,0.00357861,2.13406,8,0.00585416,0.000102285,0.0,5.42629e-05,23.3632,0.00687109,0.00125259
1,7,0.00117656,0.701406,0,0.000716308,1.94491e-05,0.0,5.4264e-05,23.3654,0.00687114,0.00125259
1,8,0.000543671,0.324034,0,4.23822e-05,1.0137e-06,0.0,5.42637e-05,23.3665,0.00687114,0.00125259
1,9,0.000255865,0.152482,0,2.31595e-05,2.62407e-07,0.0,5.42635e-05,23.3669,0.00687114,0.00125259
1,10,0.000121268,0.0722659,0,1.0979e-05,1.15605e-07,0.0,5.42635e-05,23.3671,0.00687114,0.00125259
1,11,5.75882e-05,0.0343171,0,5.21473e-06,5.4928e-08,0.1,5.42635e-05,23.3672,0.00687114,0.00125259
2,0,4.91045,1983.26,893,1.0,0.00172043,0.0,5.42635e-05,10.1916,0.00685252,0.00129133
2,1,435.156,214826.0,407,0.173185,0.0433889,0.0,5.42562e-05,13.6859,0.00687213,0.00132008
2,2,0.510513,228.731,325,0.222129,0.0351196,0.0,5.41337e-05,13.9886,0.00685935,0.00128813
2,3,8.52243,4697.38,281,0.106851,0.00818512,0.0,5.41807e-05,17.695,0.0068747,0.0012635
2,4,0.113595,59.8738,111,0.0997457,0.000204741,0.0,5.38013e-05,17.5774,0.00686791,0.00127211
2,5,2.63761,1363.05,132,0.107342,0.00141854,0.0,5.3898e-05,17.47,0.00686525,0.00127991
2,6,0.246951,130.612,68,0.130616,0.00748301,0.0,5.40418e-05,18.4824,0.00686462,0.0012851
2,7,0.114473,64.4413,51,0.0748926,0.00290165,0.0,5.41112e-05,20.1943,0.00686717,0.00128142
2,8,0.0487327,28.0681,42,0.0563191,0.00210547,0.0,5.40195e-05,21.2233,0.00686773,0.00128367
2,9,0.177932,104.091,28,0.0385442,0.0010884,0.0,5.40356e-05,21.9082,0.00686836,0.00128493
2,10,0.0245752,14.5608,0,0.0239995,6.31836e-05,0.0,5.40544e-05,22.6354,0.00686852,0.00128679
2,11,0.00790988,4.69558,0,0.0038076,0.000320797,0.0,5.40907e-05,22.8949,0.00686846,0.0012876
2,12,0.00895866,5.33937,0,0.00488361,0.000456439,0.0,5.41089e-05,23.258,0.0068683,0.00128866
2,13,0.00198825,1.18469,0,0.00144637,7.24127e-05,0.0,5.41356e-05,23.3087,0.00686828,0.00128888
2,14,0.000879082,0.523848,0,0.000394838,4.01744e-05,0.0,5.41416e-05,23.3405,0.00686827,0.00128898
2,15,0.000305616,0.182078,0,0.000115529,1.82197e-06,0.0,5.41442e-05,23.3382,0.00686827,0.00128898
2,16,0.000146001,0.086979,0,1.03531e-05,4.898e-08,0.0,5.41443e-05,23.3385,0.00686827,0.00128898
2,17,6.91223e-05,0.0411778,0,6.01327e-06,1.54432e-08,0.00190653,5.41443e-05,23.3386,0.00686827,0.00128898
1,0,0.139333,124.382,4307,1.0,0.135112,0.0,5.41443e-05,30.3836,0.00696434,0.00135709
1,1,4.91443,4909.9,142,0.0832438,0.00130982,0.0,9.79236e-05,34.0546,0.00697188,0.00133033
1,2,0.0318582,32.8813,74,0.0759526,0.00691018,0.0,9.78362e-05,36.1989,0.00697018,0.0013229
1,3,0.0389266,40.4496,44,0.0627588,0.00128968,0.0,9.75123e-05,37.6382,0.00696815,0.00132702
1,4,0.0299111,31.1243,24,0.0828272,0.000640749,0.0,9.7415e-05,38.3851,0.00696731,0.00132626
1,5,0.0775529,81.6194,9,0.0413565,0.000799765,0.0,9.73895e-05,40.0707,0.00696476,0.00133207
1,6,0.0444163,46.6981,6,0.0136062,0.000482858,0.0,9.73874e-05,40.3175,0.00696532,0.00133072
1,7,0.813359,897.312,46,0.0640885,0.000969159,0.0,9.73733e-05,46.0694,0.00695639,0.00134226
1,8,1.88095,2057.44,17,0.115286,0.00060042,0.0,9.72869e-05,45.5973,0.00697187,0.00129833
1,9,0.0457246,49.4827,25,0.166508,0.00218601,0.0,9.73217e-05,45.0003,0.00695913,0.00132063
1,10,5.00179,5452.01,0,0.0945845,0.000255772,0.0,9.71825e-05,45.6516,0.0069592,0.00133142
1,11,0.00986933,10.7834,0,0.0127709,8.79232e-05,0.0,9.71625e-05,46.1556,0.00695873,0.00133145
1,12,0.0223314,24.5522,0,0.0215723,0.000137304,0.0,9.713e-05,46.9495,0.00695803,0.00132946
1,13,0.00536172,5.9006,0,0.00810745,4.92505e-06,0.0,9.70737e-05,47.2436,0.00695799,0.00132817
1,14,0.0585189,65.0918,0,0.0344589,8.48661e-05,0.0,9.70423e-05,48.4811,0.00695685,0.00132427
