Time,Probe
0.02857142857143,0.859096
0.08571428571429,2.57733
0.1428571428571,4.29558
0.2,6.01375
0.2285714285714,6.87284
0.2857142857143,8.59111
0.3428571428571,10.3093
0.4,12.0276
0.4285714285714,12.8867
0.4857142857143,14.6049
0.5428571428571,16.3232
0.6,18.0414
0.6285714285714,18.9005
0.6857142857143,20.6188
0.7428571428571,22.337
0.8,24.0553
0.8285714285714,24.9145
0.8857142857143,26.6327
0.9428571428571,28.351
1.0,30.0692
